"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:45:41.3725583 AM","icacls.exe","3640","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","ACCESS DENIED","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:45:41.3725906 AM","icacls.exe","3640","SetSecurityFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","SUCCESS","Information: DACL"
"8:45:41.3727271 AM","icacls.exe","3640","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.3727523 AM","icacls.exe","3640","QueryDirectory","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","SUCCESS","FileInformationClass: FileDirectoryInformation, 1: ., 2: .."
"8:45:41.3727904 AM","icacls.exe","3640","QueryDirectory","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","NO MORE FILES","FileInformationClass: FileDirectoryInformation"
"8:45:41.3727972 AM","icacls.exe","3640","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","SUCCESS",""
"8:45:41.3728297 AM","icacls.exe","3640","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Datos personales","SUCCESS",""
"8:45:41.3729291 AM","icacls.exe","3640","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"8:45:41.3729501 AM","icacls.exe","3640","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"8:45:41.3729628 AM","icacls.exe","3640","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\en-US","NAME NOT FOUND","Desired Access: Read"
"8:45:41.3730376 AM","icacls.exe","3640","CreateFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.3730703 AM","icacls.exe","3640","CreateFileMapping","C:\Windows\System32\en-US\ICacls.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY|PAGE_NOCACHE"
"8:45:41.3730810 AM","icacls.exe","3640","QueryStandardInformationFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","AllocationSize: 24,576, EndOfFile: 24,064, NumberOfLinks: 2, DeletePending: False, Directory: False"
"8:45:41.3730946 AM","icacls.exe","3640","CreateFileMapping","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"8:45:41.3734399 AM","icacls.exe","3640","Thread Exit","","SUCCESS","Thread ID: 4760, User Time: 0.0000000, Kernel Time: 0.0156250"
"8:45:41.3820901 AM","icacls.exe","3640","Thread Exit","","SUCCESS","Thread ID: 7368, User Time: 0.0000000, Kernel Time: 0.0000000"
"8:45:41.3858606 AM","icacls.exe","3640","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 847,872, Peak Private Bytes: 847,872, Working Set: 4,378,624, Peak Working Set: 4,382,720"
"8:45:41.3885182 AM","icacls.exe","3640","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001","SUCCESS","Desired Access: All Access"
"8:45:41.3885417 AM","icacls.exe","3640","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001\\Device\HarddiskVolume2\Windows\System32\icacls.exe","NAME NOT FOUND","Length: 40"
"8:45:41.3885634 AM","icacls.exe","3640","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001","SUCCESS",""
"8:45:41.3906651 AM","icacls.exe","3640","CloseFile","C:\Users\Alberto\Downloads","SUCCESS",""
"8:45:41.3916803 AM","icacls.exe","3640","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"8:45:41.3916972 AM","icacls.exe","3640","RegCloseKey","HKLM","SUCCESS",""
"8:45:41.3917045 AM","icacls.exe","3640","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS",""
"8:45:41.3917962 AM","icacls.exe","3640","CloseFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS",""
"8:45:41.4016964 AM","icacls.exe","3104","Process Start","","SUCCESS","Parent PID: 8180, Command line: icacls ""C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo"" /remove:d Alberto, Current directory: C:\Users\Alberto\Downloads\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\Alberto\AppData\Roaming;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\crashpad_6412_OCIFIYPSXPMQLVQY;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-7BAUF9K;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer;	FPS_BROWSER_USER_PROFILE_STRING=Default;	HOME=C:\Users\Alberto;	HOMEDRIVE=C:;	HOMEPATH=\Users\Alberto;	LOCALAPPDATA=C:\Users\Alberto\AppData\Local;	LOGONSERVER=\\DESKTOP-7BAUF9K;	NUMBER_OF_PROCESSORS=1;	OneDrive=C:\Users\Alberto\OneDrive;	OS=Windows_NT;	Path=C:\Program Files\Google\Chrome\Application;C:\Python27\;C:\Python27\Scripts;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\Alberto\AppData\Local\Microsoft\WindowsApps;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 141 Stepping 1, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=8d01;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\Windows;	TCL_LIBRARY=C:\Users\Alberto\AppData\Local\Temp\_MEI45362\_tcl_data;	TEMP=C:\Users\Alberto\AppData\Local\Temp;	TK_LIBRARY=C:\Users\Alberto\AppData\Local\Temp\_MEI45362\_tk_data;	TMP=C:\Users\Alberto\AppData\Local\Temp;	USERDOMAIN=DESKTOP-7BAUF9K;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-7BAUF9K;	USERNAME=Alberto;	USERPROFILE=C:\Users\Alberto;	windir=C:\Windows;	_PYI_APPLICATION_HOME_DIR=C:\Users\Alberto\AppData\Local\Temp\_MEI45362;	_PYI_ARCHIVE_FILE=C:\Users\Alberto\Downloads\BBVA_Rellenar (4).exe;	_PYI_PARENT_PROCESS_LEVEL=1"
"8:45:41.4017121 AM","icacls.exe","3104","Thread Create","","SUCCESS","Thread ID: 8924"
"8:45:41.4051891 AM","icacls.exe","3104","Load Image","C:\Windows\System32\icacls.exe","SUCCESS","Image Base: 0x7ff75d8d0000, Image Size: 0xe000"
"8:45:41.4053839 AM","icacls.exe","3104","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ffed44b0000, Image Size: 0x1f8000"
"8:45:41.4055324 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"8:45:41.4055484 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"8:45:41.4055599 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"8:45:41.4055724 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"8:45:41.4055806 AM","icacls.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"8:45:41.4055878 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"8:45:41.4056180 AM","icacls.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4056296 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4056380 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"8:45:41.4056440 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"8:45:41.4059704 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Downloads","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4073609 AM","icacls.exe","3104","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffed2ff0000, Image Size: 0xbd000"
"8:45:41.4086570 AM","icacls.exe","3104","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffed1e50000, Image Size: 0x2ce000"
"8:45:41.4138069 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"8:45:41.4138234 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"8:45:41.4138343 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"8:45:41.4138394 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4138472 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"8:45:41.4138641 AM","icacls.exe","3104","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"8:45:41.4138753 AM","icacls.exe","3104","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"8:45:41.4138915 AM","icacls.exe","3104","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"8:45:41.4139178 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"8:45:41.4139233 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"8:45:41.4139297 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:45:41.4139361 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"8:45:41.4152398 AM","icacls.exe","3104","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffed2570000, Image Size: 0x9e000"
"8:45:41.4153596 AM","icacls.exe","3104","Thread Create","","SUCCESS","Thread ID: 4152"
"8:45:41.4159808 AM","icacls.exe","3104","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ffed31a0000, Image Size: 0xae000"
"8:45:41.4168521 AM","icacls.exe","3104","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ffed30b0000, Image Size: 0x9c000"
"8:45:41.4177536 AM","icacls.exe","3104","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ffed3370000, Image Size: 0x125000"
"8:45:41.4184905 AM","icacls.exe","3104","CreateFile","C:\Windows\System32\ntmarta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4185200 AM","icacls.exe","3104","QueryBasicInformationFile","C:\Windows\System32\ntmarta.dll","SUCCESS","CreationTime: 9/7/2022 8:08:50 PM, LastAccessTime: 7/3/2025 8:45:41 AM, LastWriteTime: 9/7/2022 8:08:50 PM, ChangeTime: 7/3/2025 8:29:45 AM, FileAttributes: A"
"8:45:41.4185305 AM","icacls.exe","3104","CloseFile","C:\Windows\System32\ntmarta.dll","SUCCESS",""
"8:45:41.4185854 AM","icacls.exe","3104","CreateFile","C:\Windows\System32\ntmarta.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4186173 AM","icacls.exe","3104","CreateFileMapping","C:\Windows\System32\ntmarta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY|PAGE_NOCACHE"
"8:45:41.4186345 AM","icacls.exe","3104","CreateFileMapping","C:\Windows\System32\ntmarta.dll","SUCCESS","SyncType: SyncTypeOther"
"8:45:41.4192937 AM","icacls.exe","3104","Load Image","C:\Windows\System32\ntmarta.dll","SUCCESS","Image Base: 0x7ffed08d0000, Image Size: 0x33000"
"8:45:41.4199627 AM","icacls.exe","3104","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ffed2380000, Image Size: 0x100000"
"8:45:41.4200395 AM","icacls.exe","3104","CloseFile","C:\Windows\System32\ntmarta.dll","SUCCESS",""
"8:45:41.4203916 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"8:45:41.4204118 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"8:45:41.4204324 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"8:45:41.4204446 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"8:45:41.4204897 AM","icacls.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4204969 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4205055 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"8:45:41.4205170 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"8:45:41.4206925 AM","icacls.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4207057 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4207122 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"8:45:41.4207195 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"8:45:41.4228623 AM","icacls.exe","3104","QueryNameInformationFile","C:\Windows\System32\icacls.exe","SUCCESS","Name: \Windows\System32\icacls.exe"
"8:45:41.4229757 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4229953 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230105 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4230169 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230336 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4230405 AM","icacls.exe","3104","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230508 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230574 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4230682 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230783 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4230850 AM","icacls.exe","3104","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4230917 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"8:45:41.4231009 AM","icacls.exe","3104","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"8:45:41.4231101 AM","icacls.exe","3104","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"8:45:41.4231148 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4231199 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4231267 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4231331 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"8:45:41.4231430 AM","icacls.exe","3104","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"8:45:41.4231496 AM","icacls.exe","3104","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US"
"8:45:41.4231565 AM","icacls.exe","3104","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"8:45:41.4231613 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4231672 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4231737 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4231809 AM","icacls.exe","3104","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4231865 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"8:45:41.4231917 AM","icacls.exe","3104","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"8:45:41.4231984 AM","icacls.exe","3104","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"8:45:41.4232034 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4232083 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4232147 AM","icacls.exe","3104","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:45:41.4232206 AM","icacls.exe","3104","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4232260 AM","icacls.exe","3104","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4232312 AM","icacls.exe","3104","RegCloseKey","HKCU","SUCCESS",""
"8:45:41.4233269 AM","icacls.exe","3104","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"8:45:41.4233381 AM","icacls.exe","3104","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:45:41.4233456 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Read"
"8:45:41.4233712 AM","icacls.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\MaxRpcSize","NAME NOT FOUND","Length: 16"
"8:45:41.4233886 AM","icacls.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"8:45:41.4234307 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"8:45:41.4234447 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4234589 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"8:45:41.4234646 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4234722 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","REPARSE","Desired Access: Read"
"8:45:41.4234816 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS","Desired Access: Read"
"8:45:41.4234986 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName","SUCCESS","Type: REG_SZ, Length: 32, Data: DESKTOP-7BAUF9K"
"8:45:41.4235112 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS",""
"8:45:41.4235179 AM","icacls.exe","3104","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"8:45:41.4235269 AM","icacls.exe","3104","RegQueryValue","HKLM\SYSTEM\Setup\OOBEInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:45:41.4235366 AM","icacls.exe","3104","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"8:45:41.4235423 AM","icacls.exe","3104","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"8:45:41.4235483 AM","icacls.exe","3104","RegQueryValue","HKLM\SYSTEM\Setup\SystemSetupInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:45:41.4235555 AM","icacls.exe","3104","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"8:45:41.4235664 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4235900 AM","icacls.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\icacls.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"8:45:41.4236604 AM","icacls.exe","3104","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:45:41.4236660 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\Rpc","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4236868 AM","icacls.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4237721 AM","icacls.exe","3104","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:45:41.4237774 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Query Value"
"8:45:41.4237844 AM","icacls.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\IdleTimerWindow","NAME NOT FOUND","Length: 16"
"8:45:41.4237907 AM","icacls.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"8:45:41.4246068 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4246327 AM","icacls.exe","3104","QueryBasicInformationFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","CreationTime: 7/2/2025 7:55:25 AM, LastAccessTime: 7/3/2025 8:45:18 AM, LastWriteTime: 7/2/2025 7:55:25 AM, ChangeTime: 7/3/2025 8:45:11 AM, FileAttributes: D"
"8:45:41.4246407 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS",""
"8:45:41.4246931 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Desired Access: Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
